name,family,provenance,rebal,ic_1,icir_1,ic_5,ic_20,ic_base,ic_decay,n_days,ls_sharpe,fold_sharpes,pval,dsr_prob,turnover,pval_pass,verdict,reason,max_corr,delta_sharpe,delta_maxdd,improves_book
vixfix_66,capitulation,TikTok lead (validated as candidate),20,-0.030391695720078656,-3.294297865661486,-0.052143157309522514,-0.10166820124704161,-0.10166820124704161,,1898,-0.37940840300181206,"[-0.20971779773509377, -0.6682016258422221, 0.4312753704484224, -0.9358653706500147]",0.012474162758372875,7.983860513688379e-05,0.024796905079627323,True,REJECTED,negative OOS fold,,,,False
vixfix_z_66,capitulation,TikTok lead (validated as candidate),20,-0.030391695720078656,-3.294297865661486,-0.052143157309522514,-0.10166820124704161,-0.10166820124704161,,1898,-0.37940840300181206,"[-0.20971779773509377, -0.6682016258422221, 0.4312753704484224, -0.9358653706500147]",0.012474162758372875,7.983860513688379e-05,0.024796905079627323,True,REJECTED,negative OOS fold,,,,False
volz_126,volume,Qlib Alpha158,5,-0.04482585712896524,-7.483208444710881,-0.018890160584348514,-0.002485149655562694,-0.018890160584348514,-0.002485149655562694,1838,-0.38846917102346046,"[0.3786438991673576, -1.4707048768750361, -0.5028520661499197, -0.4408048853586598]",0.16206358400062815,7.887771730585857e-05,0.016620092150639015,False,REJECTED,failed FDR,,,,False
kbar_body_1,kbar,Qlib Alpha158,5,-0.007565849340920188,-1.229225820318951,-0.006015836180575082,0.01351271239870066,-0.006015836180575082,0.01351271239870066,1963,-0.28715364233299856,"[0.2499614462973463, -1.0278403443558464, -1.0681306068761804, -0.6954483979449246]",0.6566804237572859,7.620243604677945e-05,0.02136007864151474,False,REJECTED,failed FDR,,,,False
mom_vadj_5,momentum,Jansen ML4T,20,-0.03136941633747579,-4.974435657397215,-0.011636744839276446,0.008554750582374608,0.008554750582374608,,1958,-0.2846556669028492,"[-0.19071080926094305, -0.172991969167447, -1.053890572633764, -0.4488716024759713]",0.7649633385515617,7.395955675104648e-05,0.020321098916881174,False,REJECTED,failed FDR,,,,False
stoch_14,oscillator,Jansen ML4T,5,0.0070108116407298525,1.1125371562079824,-0.006055167587576595,-0.024912491367459204,-0.006055167587576595,-0.024912491367459204,1950,-0.6429531486630033,"[-0.24300467739682347, -0.5497627881108637, -0.8651778216275221, -1.5193531499255621]",0.6631070848798781,7.309525647647419e-05,0.02115453671900488,False,REJECTED,failed FDR,,,,False
tsmom_sign_28,trendvalue,in-repo alphas.py,5,-0.005072468333992583,-0.7493669142202969,0.012282103896980898,0.014610032701646632,0.012282103896980898,0.014610032701646632,1788,-0.3849802044677401,"[-0.6394558216659348, 0.03373791974324308, 0.6740219912881401, -1.5580972606151682]",0.4235325322406007,6.949077133899806e-05,0.014986908460372969,False,REJECTED,failed FDR,,,,False
base_tsmom_28,baseline,in-repo alphas.py,5,-0.005072468333992583,-0.7493669142202969,0.012282103896980898,0.014610032701646632,0.012282103896980898,0.014610032701646632,1788,-0.3849802044677401,"[-0.6394558216659348, 0.03373791974324308, 0.6740219912881401, -1.5580972606151682]",0.4235325322406007,6.949077133899806e-05,0.014986908460372969,False,REJECTED,failed FDR,,,,False
volchg_5,volume,Qlib Alpha158,20,-0.02918482790902752,-4.986750943350464,-0.00472915519355285,0.007371208936099636,0.007371208936099636,,1958,-0.39753804230071565,"[-0.07314982247717415, -1.324199197550771, -1.0097992845548036, 0.47682467699215486]",0.7818101121469061,6.533722920371021e-05,0.018189924337049995,False,REJECTED,failed FDR,,,,False
garchgap_63,volatility,Financial-Models notebooks (concept-mined),20,0.011055081524965642,1.8218792111419206,0.0013419005035544677,0.0039868452859379636,0.0039868452859379636,,1901,-0.40436729429972673,"[-0.15729634033985454, -1.1749215700317501, -0.15028219996473868, -0.4861131613923163]",0.8820212697059391,5.460132231671633e-05,0.016966159356940663,False,REJECTED,failed FDR,,,,False
rev_1,reversal,Qlib Alpha158,5,0.02719595628243643,3.6027668951931173,0.019846174246056655,-0.011568829326990791,0.019846174246056655,-0.011568829326990791,1962,-0.592976880255534,"[-0.7734537923529187, -1.3305540651052703, 0.4665659011575164, -0.9259188365768071]",0.23679611115129706,5.113391361633024e-05,0.02533083657986587,False,REJECTED,failed FDR,,,,False
tsmom_sign_28,trendvalue,in-repo alphas.py,1,-0.005072468333992583,-0.7493669142202969,0.012282103896980898,0.014610032701646632,-0.005072468333992583,0.012282103896980898,1788,-0.37013510911186936,"[0.1991949492416405, -0.8147534227977381, 0.031748526302771925, -1.0665823061675217]",0.4536360869160241,4.8260369173380724e-05,0.015013232207252992,False,REJECTED,failed FDR,,,,False
base_tsmom_28,baseline,in-repo alphas.py,1,-0.005072468333992583,-0.7493669142202969,0.012282103896980898,0.014610032701646632,-0.005072468333992583,0.012282103896980898,1788,-0.37013510911186936,"[0.1991949492416405, -0.8147534227977381, 0.031748526302771925, -1.0665823061675217]",0.4536360869160241,4.8260369173380724e-05,0.015013232207252992,False,REJECTED,failed FDR,,,,False
mom_5,momentum,Qlib Alpha158,1,-0.04320857084671058,-5.629828085017622,-0.021581649563843674,0.009063531426122534,-0.04320857084671058,-0.021581649563843674,1958,-0.34304033030936404,"[0.7366821552604973, -1.920125547298014, 0.008392034157259108, -1.7816050537542352]",1.8038933013997394e-08,4.806743722274298e-05,0.026156433562526983,True,REJECTED,negative OOS fold,,,,False
mom_vadj_5,momentum,Jansen ML4T,1,-0.03136941633747579,-4.974435657397215,-0.011636744839276446,0.008554750582374608,-0.03136941633747579,-0.011636744839276446,1958,-0.3259534049995663,"[0.336664963181768, -2.2924842700025323, 0.227524709732904, -1.1085699162361289]",6.543799424552077e-07,4.640293388874506e-05,0.022373964066859323,True,REJECTED,negative OOS fold,,,,False
lowvol_63,volatility,Jansen ML4T,1,0.059647446176138354,6.043618294727482,0.08427561952436,0.13815024337693288,0.059647446176138354,0.08427561952436,1901,-0.4454626960166523,"[-1.5684299377838031, 0.6308608112709957, -1.6822046316902401, 1.0437755997861502]",1.5069578918058824e-09,3.82502557475517e-05,0.028919514688222438,True,REJECTED,negative OOS fold,,,,False
carry_trend_14,carry,in-repo alphas.py,20,-0.014029143867851663,-2.375511367459688,-0.022698837414142504,0.005065376018841449,0.005065376018841449,,1943,-0.48739325349057466,"[-0.4300701037411293, -1.3165062982234887, 0.7865639071224471, -1.9114244716604791]",0.8495232521714264,3.1391596751029205e-05,0.018731482201030478,False,REJECTED,failed FDR,,,,False
lowvol_21,volatility,Jansen ML4T,5,0.05872092131020937,6.050434034102007,0.07898212022679017,0.12452252110945414,0.07898212022679017,0.12452252110945414,1943,-0.4776421528183787,"[-0.9478525920177179, 0.554332878262058, -2.1602059281628216, 0.5708091796612368]",0.0001754757165657317,2.686758807163292e-05,0.02966482080578903,True,REJECTED,negative OOS fold,,,,False
kbar_downshadow_1,kbar,Qlib Alpha158,5,0.012488004269294134,2.059489806536067,-0.0009027691566307912,-0.0031555083870232494,-0.0009027691566307912,-0.0031555083870232494,1963,-0.5172622674759091,"[-0.973141310779725, 0.001760217503473992, 0.5316077760576937, -1.4489254921050112]",0.9431592785893192,2.3325428657017255e-05,0.01985931371823421,False,REJECTED,failed FDR,,,,False
maxret_63,lottery,Jansen ML4T,5,0.04916671870656395,5.728583440385047,0.06873026711502334,0.11457182708041569,0.06873026711502334,0.11457182708041569,1901,-0.4987132889920201,"[-1.458708655516047, 0.7459841584898025, -2.0777819245643814, 0.9218688533605806]",0.00028421604417472324,2.2320836675970845e-05,0.025774791423050718,True,REJECTED,negative OOS fold,,,,False
volofvol_63,volatility,Financial-Models notebooks (concept-mined),20,0.04859446294008264,5.592179754065357,0.07002017693010758,0.10947189231259116,0.10947189231259116,,1897,-0.5009200179970598,"[-1.2468538228417183, 0.5624144071706444, -1.933336359665539, 0.8280494259394423]",0.004190879887999488,2.2206050041273517e-05,0.02482818448258891,True,REJECTED,negative OOS fold,,,,False
kbar_upshadow_5,kbar,Qlib Alpha158,5,0.01063336466026658,1.8901573215118228,0.009306220504698445,0.010304970503649613,0.009306220504698445,0.010304970503649613,1959,-0.5152057376605914,"[0.2488953712488106, -0.06888319728614783, -1.1295603371653933, -2.0076495900131435]",0.45087100930819,2.156896133698183e-05,0.018707626320531287,False,REJECTED,failed FDR,,,,False
vixfix_22,capitulation,TikTok lead (validated as candidate),1,-0.03298064326632642,-3.679879089712859,-0.059054435865873244,-0.10061197306458104,-0.03298064326632642,-0.059054435865873244,1942,-0.5303369650033839,"[0.6908683816842652, -1.2364621547179264, -0.20274494792582154, -1.938567354286773]",0.00023334456636803225,2.1471748248735878e-05,0.027429986700937374,True,REJECTED,negative OOS fold,,,,False
vixfix_z_22,capitulation,TikTok lead (validated as candidate),1,-0.03298064326632642,-3.679879089712859,-0.059054435865873244,-0.10061197306458104,-0.03298064326632642,-0.059054435865873244,1942,-0.5303369650033839,"[0.6908683816842652, -1.2364621547179264, -0.20274494792582154, -1.938567354286773]",0.00023334456636803225,2.1471748248735878e-05,0.027429986700937374,True,REJECTED,negative OOS fold,,,,False
rsi_dip_2,oscillator,in-repo alphas.py,5,0.026373748092457825,4.251201972810736,0.013007377487297914,-0.01347242915018534,0.013007377487297914,-0.01347242915018534,1962,-0.9203275403032565,"[-0.9548086448687871, -1.5061246893179123, -0.6824126722579823, -1.1089598334184507]",0.33272284263486007,2.139384945876177e-05,0.02167572147911859,False,REJECTED,failed FDR,,,,False
base_rsi2,baseline,in-repo alphas.py,5,0.026373748092457825,4.251201972810736,0.013007377487297914,-0.01347242915018534,0.013007377487297914,-0.01347242915018534,1962,-0.9203275403032565,"[-0.9548086448687871, -1.5061246893179123, -0.6824126722579823, -1.1089598334184507]",0.33272284263486007,2.139384945876177e-05,0.02167572147911859,False,REJECTED,failed FDR,,,,False
volratio_10_63,volatility,Financial-Models notebooks (concept-mined),5,0.013021968884751982,2.1455291261372484,0.005923749652118088,-0.007916093512419066,0.005923749652118088,-0.007916093512419066,1901,-0.48604614279491953,"[0.6178005425346329, -1.0712266919539768, -1.5362092843736035, -0.548674208410065]",0.6563065596978137,2.066934211564231e-05,0.018716252648126746,False,REJECTED,failed FDR,,,,False
garchgap_21,volatility,Financial-Models notebooks (concept-mined),5,-0.005108247895246478,-0.8695359153133245,-0.007242758291592581,-0.006677235372786401,-0.007242758291592581,-0.006677235372786401,1943,-0.3872682225611545,"[-0.8269882454237971, -0.45049051022095954, 0.465756644997982, -0.5388099162992239]",0.5834379488868988,1.9283667700320528e-05,0.018722635970474757,False,REJECTED,failed FDR,,,,False
vixfix_66,capitulation,TikTok lead (validated as candidate),5,-0.030391695720078656,-3.294297865661486,-0.052143157309522514,-0.10166820124704161,-0.052143157309522514,-0.10166820124704161,1898,-0.5293655344665672,"[-0.166266204914831, -0.8456206965099959, -0.08625884976984916, -0.8904657500352756]",0.011776434918072232,1.92205419621283e-05,0.025974519380347307,True,REJECTED,negative OOS fold,,,,False
vixfix_z_66,capitulation,TikTok lead (validated as candidate),5,-0.030391695720078656,-3.294297865661486,-0.052143157309522514,-0.10166820124704161,-0.052143157309522514,-0.10166820124704161,1898,-0.5293655344665672,"[-0.166266204914831, -0.8456206965099959, -0.08625884976984916, -0.8904657500352756]",0.011776434918072232,1.92205419621283e-05,0.025974519380347307,True,REJECTED,negative OOS fold,,,,False
volz_10,volume,Qlib Alpha158,20,-0.02611394006473633,-4.458633589159983,-0.010329770679991815,0.008290435227292295,0.008290435227292295,,1954,-0.375073087299073,"[-0.1566875147145433, -1.2538920261812316, -1.0648200157066414, 0.4854078289381826]",0.754339535924496,1.763759569778367e-05,0.019429245399381862,False,REJECTED,failed FDR,,,,False
ddown_21,drawdown,TikTok lead (validated as candidate),1,-0.008757359893341666,-1.047722126535665,-0.04403742828411416,-0.08567449983790167,-0.008757359893341666,-0.04403742828411416,1943,-0.8695438689557003,"[-0.10474286148585517, -1.5353852485654298, -0.6531264491756793, -2.2168457968932187]",0.29476665013072534,1.726178490812913e-05,0.02584340580008195,False,REJECTED,failed FDR,,,,False
rev_2,reversal,Qlib Alpha158,5,0.028099618787521964,3.731042000640518,0.02066472816694977,-0.012011872464297661,0.02066472816694977,-0.012011872464297661,1961,-0.8622179408303713,"[-0.9680999406614096, -0.7680718826413603, -1.620024364790748, -0.5948435080568198]",0.21814135146925318,1.680486743083076e-05,0.024911109451766295,False,REJECTED,failed FDR,,,,False
rev_3,reversal,Qlib Alpha158,20,0.034288369633772305,4.443638046804065,0.019339798569520516,-0.012166759812888272,-0.012166759812888272,,1960,-0.5385263437579259,"[-1.1841464448272452, -0.6233680928832223, 0.34004784948283695, -0.36810771721895597]",0.7147167764437408,1.5809246910691854e-05,0.024178538580380472,False,REJECTED,failed FDR,,,,False
volratio_10_126,volatility,Financial-Models notebooks (concept-mined),20,0.015289980559857598,2.510920822414912,0.0034768654661762543,-0.009746648405357673,-0.009746648405357673,,1838,-0.5326448092814193,"[-0.197622113602096, -0.16773213861153002, -1.4757134457375183, -0.30898720414269126]",0.7167008280708447,1.469359675576598e-05,0.016437507014501886,False,REJECTED,failed FDR,,,,False
maxret_63,lottery,Jansen ML4T,1,0.04916671870656395,5.728583440385047,0.06873026711502334,0.11457182708041569,0.04916671870656395,0.06873026711502334,1901,-0.5421389136786631,"[-1.7408597576453868, 0.7909495219412469, -1.8923708714286422, 0.8336597954269676]",1.0127273686322269e-08,1.4332197542266112e-05,0.02627589410002377,True,REJECTED,negative OOS fold,,,,False
kbar_closepos_1,kbar,Qlib Alpha158,5,-0.0010660243266518215,-0.17750949634863633,-0.001149409541156357,0.012334793729864315,-0.001149409541156357,0.012334793729864315,1963,-0.5829932281603835,"[0.2991290380394399, -1.2394222008902276, -0.8932753431716557, -1.5548973690669785]",0.9306642370795242,1.4039146012723158e-05,0.01939408213322146,False,REJECTED,failed FDR,,,,False
doji_avoid_21,kbar,family lesson,20,-0.0010846072513513176,-0.1889550093431506,0.005568755177942135,-0.0012553558558599683,-0.0012553558558599683,,1943,-0.39819915508180465,"[-0.1821044703563451, -0.9874897495199744, -0.7696655380959945, 0.16632059847943725]",0.9608945791002845,1.3830349248511453e-05,0.018761070664245504,False,REJECTED,failed FDR,,,,False
volz_10,volume,Qlib Alpha158,1,-0.02611394006473633,-4.458633589159983,-0.010329770679991815,0.008290435227292295,-0.02611394006473633,-0.010329770679991815,1954,-1.0262905990561375,"[0.33688833899210435, -1.9064046071808372, -2.8158100697107247, -2.4941960370850356]",8.248378312369908e-06,1.3708241719978531e-05,0.02092347913313037,True,REJECTED,negative OOS fold,,,,False
volchg_5,volume,Qlib Alpha158,1,-0.02918482790902752,-4.986750943350464,-0.00472915519355285,0.007371208936099636,-0.02918482790902752,-0.00472915519355285,1958,-1.01271359426706,"[1.2091715216090073, -3.571253149242075, -3.2060289853974844, -3.098184261340486]",6.140313673075326e-07,1.3109208166217634e-05,0.021199327976167446,True,REJECTED,negative OOS fold,,,,False
doji_avoid_21,kbar,family lesson,1,-0.0010846072513513176,-0.1889550093431506,0.005568755177942135,-0.0012553558558599683,-0.0010846072513513176,0.005568755177942135,1943,-0.5783426149474727,"[-0.47154835954486113, -0.5295495069063884, -0.8907165437787126, -0.5591581064444658]",0.8501280788374093,1.1370182928072126e-05,0.01778051823732105,False,REJECTED,failed FDR,,,,False
streak,lottery,Jansen ML4T,20,0.022648930678058933,3.7159558716296197,0.013258440692689399,-0.010100594939289602,-0.010100594939289602,,1951,-0.5775609892105119,"[-1.1467948277201092, -0.23871775862036893, -1.2085917912857187, 0.7449144646820893]",0.7091130612605385,1.0145869354494241e-05,0.02201452153655649,False,REJECTED,failed FDR,,,,False
volratio_10_126,volatility,Financial-Models notebooks (concept-mined),5,0.015289980559857598,2.510920822414912,0.0034768654661762543,-0.009746648405357673,0.0034768654661762543,-0.009746648405357673,1838,-0.5730216858324413,"[0.9651294213095974, -0.6666956707815606, -1.8503328224984106, -1.0953903863529661]",0.7999118387975599,9.847443748600693e-06,0.017140220228894974,False,REJECTED,failed FDR,,,,False
vixfix_22,capitulation,TikTok lead (validated as candidate),5,-0.03298064326632642,-3.679879089712859,-0.059054435865873244,-0.10061197306458104,-0.059054435865873244,-0.10061197306458104,1942,-0.595811935900917,"[0.12241078116174103, -1.29305287771614, 0.025184354587525114, -1.3277786543408538]",0.002669835133914722,9.71507448888076e-06,0.026855395239153545,True,REJECTED,negative OOS fold,,,,False
vixfix_z_22,capitulation,TikTok lead (validated as candidate),5,-0.03298064326632642,-3.679879089712859,-0.059054435865873244,-0.10061197306458104,-0.059054435865873244,-0.10061197306458104,1942,-0.595811935900917,"[0.12241078116174103, -1.29305287771614, 0.025184354587525114, -1.3277786543408538]",0.002669835133914722,9.71507448888076e-06,0.026855395239153545,True,REJECTED,negative OOS fold,,,,False
skew_63,volatility,Jansen ML4T,20,0.02388831985554029,3.9189916361867247,0.018390512175827742,0.030957321702977506,0.030957321702977506,,1901,-0.5719464415208924,"[-1.2519443556106482, 0.26493260624749776, -0.8069504203959446, -0.033004803381912]",0.24314520360064185,9.615035351684398e-06,0.017607186319325174,False,REJECTED,failed FDR,,,,False
lowvol_10,volatility,Jansen ML4T,5,0.05600672671432013,5.9635269961995645,0.07279049771680189,0.11061523407114121,0.07279049771680189,0.11061523407114121,1954,-0.5848875562460486,"[-0.743801057261094, 0.13765465911307598, -2.2469070506965263, 0.4156577010992758]",0.00040237892559180644,8.629197487619589e-06,0.02924837985670726,True,REJECTED,negative OOS fold,,,,False
volofvol_63,volatility,Financial-Models notebooks (concept-mined),1,0.04859446294008264,5.592179754065357,0.07002017693010758,0.10947189231259116,0.04859446294008264,0.07002017693010758,1897,-0.5913827270504484,"[-1.5343175485795475, 0.309801523528192, -1.975348740597407, 0.9153975231299715]",2.2423649159719616e-08,8.56002934762623e-06,0.025853618710733637,True,REJECTED,negative OOS fold,,,,False
volratio_10_63,volatility,Financial-Models notebooks (concept-mined),20,0.013021968884751982,2.1455291261372484,0.005923749652118088,-0.007916093512419066,-0.007916093512419066,,1901,-0.5834155065323987,"[-0.20470648117873708, -0.8479653087670516, -1.3993679229087488, 0.03515497035671973]",0.7667219542389034,7.82699226842265e-06,0.017446836585761537,False,REJECTED,failed FDR,,,,False
carry_30,carry,in-repo alphas.py,1,-0.01319111955832821,-2.1675286976334966,-0.021923486723553067,-0.056743349632934065,-0.01319111955832821,-0.021923486723553067,1934,-0.5955849331213338,"[-0.7259224991295259, -0.39443056349572647, -0.14417226336697414, -1.174563098737633]",0.030194563931940088,7.245332646399483e-06,0.019994842930823042,True,REJECTED,negative OOS fold,,,,False
kbar_upshadow_1,kbar,Qlib Alpha158,1,0.012400764599437598,2.201657906906421,0.007415468384603885,0.0065465932292743355,0.012400764599437598,0.007415468384603885,1963,-1.2429756442457862,"[-0.08071423928248928, -3.0830195670139444, -1.3144717191891673, -3.5773832985471885]",0.027689482191542325,6.495190104538473e-06,0.02052782546549557,True,REJECTED,negative OOS fold,,,,False
ddown_63,drawdown,TikTok lead (validated as candidate),20,-0.012575026652023905,-1.4187181610144655,-0.042876718757359183,-0.09332246022138944,-0.09332246022138944,,1901,-0.6416456534985253,"[-1.2489797320955314, -0.8121089160330023, 0.15151304959083958, -0.39418184305728876]",0.016277158178659157,6.201100771485724e-06,0.023711443574038888,True,REJECTED,negative OOS fold,,,,False
volofvol_63,volatility,Financial-Models notebooks (concept-mined),5,0.04859446294008264,5.592179754065357,0.07002017693010758,0.10947189231259116,0.07002017693010758,0.10947189231259116,1897,-0.6272580496159632,"[-1.322565659275511, 0.23626436196570608, -2.162220600844307, 0.8156999761545819]",0.00027851074180285096,5.795555865495405e-06,0.025540128972916746,True,REJECTED,negative OOS fold,,,,False
kbar_upshadow_21,kbar,Qlib Alpha158,1,0.014670533502767825,2.521640036981664,0.019626981946032577,0.005130460438966633,0.014670533502767825,0.019626981946032577,1943,-0.6586825109689487,"[-1.7545408391047446, 0.09234151404417182, 0.017430062800457037, -0.4166380182093107]",0.011680917127450341,5.3247241149634306e-06,0.018741696659120188,True,REJECTED,negative OOS fold,,,,False
ddown_126,drawdown,TikTok lead (validated as candidate),20,-0.021379084838646988,-2.3457299121932866,-0.06117860332139259,-0.12152694936332453,-0.12152694936332453,,1838,-0.6661661291820071,"[-0.9788368584127192, -0.5394923619579146, 0.08237803134029525, -1.0537617525747196]",0.0016983594145738579,5.159817523359145e-06,0.02276912888325637,True,REJECTED,negative OOS fold,,,,False
vixfix_66,capitulation,TikTok lead (validated as candidate),1,-0.030391695720078656,-3.294297865661486,-0.052143157309522514,-0.10166820124704161,-0.030391695720078656,-0.052143157309522514,1898,-0.6773354433057425,"[-0.3168483269328809, -1.4761508233370437, -0.28973118265209546, -0.6449330566864445]",0.0009866788075796329,4.969572527102617e-06,0.026333636930043255,True,REJECTED,negative OOS fold,,,,False
vixfix_z_66,capitulation,TikTok lead (validated as candidate),1,-0.030391695720078656,-3.294297865661486,-0.052143157309522514,-0.10166820124704161,-0.030391695720078656,-0.052143157309522514,1898,-0.6773354433057425,"[-0.3168483269328809, -1.4761508233370437, -0.28973118265209546, -0.6449330566864445]",0.0009866788075796329,4.969572527102617e-06,0.026333636930043255,True,REJECTED,negative OOS fold,,,,False
maxret_21,lottery,Jansen ML4T,5,0.04943507730403344,5.7267632364129,0.06270702455147878,0.09517075550859913,0.06270702455147878,0.09517075550859913,1943,-0.636923551009587,"[-1.0522210777433663, 0.6219705863247981, -2.105636648297512, 0.06595006745687933]",0.0007941284517127833,4.597584136512012e-06,0.027754370379240414,True,REJECTED,negative OOS fold,,,,False
volz_63,volume,Qlib Alpha158,1,-0.038119509347376214,-6.518401279585198,-0.012563836293132393,0.009813516512597537,-0.038119509347376214,-0.012563836293132393,1901,-0.7200596876319568,"[1.0411083086110553, -2.494371395189744, -0.8283368770928679, -1.8467548937710985]",7.106071286955284e-11,4.576008653001118e-06,0.019070839235656868,True,REJECTED,negative OOS fold,,,,False
volofvol_21,volatility,Financial-Models notebooks (concept-mined),20,0.0452224712306891,5.265093202873577,0.05996474184682272,0.09391098244787088,0.09391098244787088,,1939,-0.6538106508553528,"[-1.0967851299454499, -0.25247965830518115, -1.7861438334467, 0.4160162135836041]",0.011056361922040958,4.417932683686843e-06,0.026176748634896066,True,REJECTED,negative OOS fold,,,,False
ddown_126,drawdown,TikTok lead (validated as candidate),5,-0.021379084838646988,-2.3457299121932866,-0.06117860332139259,-0.12152694936332453,-0.06117860332139259,-0.12152694936332453,1838,-0.6938301063665722,"[-1.1843414118205329, -0.40840622004369004, 0.16152913535498092, -1.099709723509141]",0.003116848083291046,3.15665135275367e-06,0.023831583253162716,True,REJECTED,negative OOS fold,,,,False
lowvol_21,volatility,Jansen ML4T,1,0.05872092131020937,6.050434034102007,0.07898212022679017,0.12452252110945414,0.05872092131020937,0.07898212022679017,1943,-0.6901993242640487,"[-1.5131762132779094, 0.47313373909624074, -1.95687586176995, 0.37579797061167997]",1.4445611373758993e-09,2.7264885441580233e-06,0.030586085542236414,True,REJECTED,negative OOS fold,,,,False
volz_10,volume,Qlib Alpha158,5,-0.02611394006473633,-4.458633589159983,-0.010329770679991815,0.008290435227292295,-0.010329770679991815,0.008290435227292295,1954,-0.7621665760671392,"[0.3322005139532118, -1.1991760008348666, -2.41443401460342, -0.7838888738231009]",0.4366136063621382,2.2688896192946117e-06,0.019763174045802204,False,REJECTED,failed FDR,,,,False
ddown_63,drawdown,TikTok lead (validated as candidate),5,-0.012575026652023905,-1.4187181610144655,-0.042876718757359183,-0.09332246022138944,-0.042876718757359183,-0.09332246022138944,1901,-0.7311387822250044,"[-0.8748673507708647, -1.2329975010853076, 0.1355456117254877, -0.7249528250269814]",0.030245996656958818,1.978950667946844e-06,0.02480969358099722,True,REJECTED,negative OOS fold,,,,False
kbar_downshadow_1,kbar,Qlib Alpha158,20,0.012488004269294134,2.059489806536067,-0.0009027691566307912,-0.0031555083870232494,-0.0031555083870232494,,1963,-0.7561966300793698,"[-2.7871589458538, 0.06368324196356359, 0.6124510413031364, 0.40227214555310414]",0.9004486194265267,1.837388979186727e-06,0.018659153068868752,False,REJECTED,failed FDR,,,,False
volofvol_21,volatility,Financial-Models notebooks (concept-mined),1,0.0452224712306891,5.265093202873577,0.05996474184682272,0.09391098244787088,0.0452224712306891,0.05996474184682272,1939,-0.7213890557021223,"[-1.3034061557121717, 0.12597942679190574, -2.119483803630742, 0.3404578443090698]",1.401182536664436e-07,1.8085393641009695e-06,0.027604888103364717,True,REJECTED,negative OOS fold,,,,False
stoch_14,oscillator,Jansen ML4T,1,0.0070108116407298525,1.1125371562079824,-0.006055167587576595,-0.024912491367459204,0.0070108116407298525,-0.006055167587576595,1950,-1.8807455722682622,"[-1.4985520380378439, -2.2595842197485583, -2.789301586581009, -2.5137914412081943]",0.26590726368870143,1.7492208537195353e-06,0.021391672194458287,False,REJECTED,failed FDR,,,,False
dowmean_180,seasonality,seasonality_scan.py idea,5,-0.021846927338437568,-3.329554844265911,-0.01795870089432821,-0.00790288518823097,-0.01795870089432821,-0.00790288518823097,1941,-0.5653158572107143,"[0.6956440441353734, -1.5818453393658773, -1.0983542861237392, -2.4808152683222318]",0.2233773663297982,1.5517586947622064e-06,0.021379988278272418,False,REJECTED,failed FDR,,,,False
carry_30,carry,in-repo alphas.py,5,-0.01319111955832821,-2.1675286976334966,-0.021923486723553067,-0.056743349632934065,-0.021923486723553067,-0.056743349632934065,1934,-0.7225792245715554,"[-0.6644321206582772, -1.0117605521485655, -0.5199577408504787, -0.6765214833633376]",0.11804887587116664,1.5485750178845237e-06,0.019611637192269417,False,REJECTED,failed FDR,,,,False
lowvol_21,volatility,Jansen ML4T,20,0.05872092131020937,6.050434034102007,0.07898212022679017,0.12452252110945414,0.12452252110945414,,1943,-0.6019575268013666,"[-1.6396627761130809, 0.4284379484285635, -1.6845435697589166, 0.9651794193982685]",0.0022314502885962817,1.3472296639394088e-06,0.029437291047013276,True,REJECTED,negative OOS fold,,,,False
kbar_upshadow_5,kbar,Qlib Alpha158,1,0.01063336466026658,1.8901573215118228,0.009306220504698445,0.010304970503649613,0.01063336466026658,0.009306220504698445,1959,-0.7840002100076022,"[-0.3056526854141182, -0.7586682572070875, -1.0497523019214385, -1.8227628953062391]",0.058736922686512205,1.3394025842883295e-06,0.01880617217353453,False,REJECTED,failed FDR,,,,False
rev_5,reversal,Qlib Alpha158,1,0.04320857084671058,5.629828085017622,0.021581649563843674,-0.009063531426122534,0.04320857084671058,0.021581649563843674,1958,-1.350443543157218,"[-1.7789895007903989, -0.81647322425021, -2.223582740212087, -0.6719893283514281]",1.8038933013997394e-08,1.3031585371359178e-06,0.025691477559649366,True,REJECTED,negative OOS fold,,,,False
garchgap_21,volatility,Financial-Models notebooks (concept-mined),1,-0.005108247895246478,-0.8695359153133245,-0.007242758291592581,-0.006677235372786401,-0.005108247895246478,-0.007242758291592581,1943,-0.5646716510523406,"[-1.1561019072342407, -0.658440154202189, 0.13217017792303423, -0.12259702029486036]",0.3845540725167724,1.0946926339849838e-06,0.020074323195749748,False,REJECTED,failed FDR,,,,False
lowvol_10,volatility,Jansen ML4T,20,0.05600672671432013,5.9635269961995645,0.07279049771680189,0.11061523407114121,0.11061523407114121,,1954,-0.7750179179540891,"[-1.9671625949217415, 0.05099168523092349, -1.9168430423937086, 0.9441293019737375]",0.004532361592184397,1.0759947371430378e-06,0.02864149024480711,True,REJECTED,negative OOS fold,,,,False
carry_7,carry,in-repo alphas.py,5,-0.025501919720108773,-4.263252882695858,-0.039443191493182664,-0.05528005341064365,-0.039443191493182664,-0.05528005341064365,1957,-0.7525079977091563,"[-0.6530411490730629, -0.6841832820482053, -0.5915847094372261, -1.299715392402528]",0.0038002579779823353,9.502501728819723e-07,0.019888209925371252,True,REJECTED,negative OOS fold,,,,False
